Date,Open,High,Low,Close,,,Volume,Adj Close
7/18/2014,16978.16016,17113.50977,16977.51953,17100.17969,122.019532,1,112530000,17100.17969
7/17/2014,17133.44922,17151.56055,16966.18945,16976.81055,-156.638672,0,99240000,16976.81055
7/16/2014,17061.91016,17139.34961,17061.91016,17138.19922,76.289063,1,111500000,17138.19922
7/15/2014,17055.0293,17120.33984,17006.39063,17060.67969,5.650391,1,101730000,17060.67969
7/14/2014,16950.92969,17088.42969,16950.92969,17055.41992,104.490234,1,60570000,17055.41992
7/11/2014,16918.31055,16949.46094,16860.30078,16943.81055,25.5,1,61000000,16943.81055
7/10/2014,16980.34961,16980.34961,16805.38086,16915.07031,-65.279297,0,67510000,16915.07031
7/9/2014,16916.83008,16998.94922,16913.81055,16985.60938,68.779297,1,67120000,16985.60938
7/8/2014,17022.08984,17022.08984,16874.78906,16906.61914,-115.470703,0,75250000,16906.61914
7/7/2014,17063.83008,17063.83008,16992.44922,17024.21094,-39.61914,0,61480000,17024.21094
7/3/2014,16979,17074.65039,16979,17068.25977,89.259766,1,66800000,17068.25977
7/2/2014,16949.71094,16986.63086,16949.71094,16976.24023,26.529296,1,57840000,16976.24023
7/1/2014,16828.5293,16998.69922,16828.5293,16956.07031,127.541015,1,74050000,16956.07031
6/30/2014,16852.49023,16871.26953,16801.93945,16826.59961,-25.890625,0,90360000,16826.59961
6/27/2014,16846.90039,16862.73047,16773.83984,16851.83984,4.939453,1,137690000,16851.83984
6/26/2014,16866.81055,16872.51953,16746.08984,16846.13086,-20.679688,0,63650000,16846.13086
6/25/2014,16817.67969,16883.53906,16799.41016,16867.50977,49.830078,1,73920000,16867.50977
6/24/2014,16934.61914,16969.69922,16805.23047,16818.13086,-116.488282,0,80220000,16818.13086
6/23/2014,16946.5,16954.26953,16896.08984,16937.25977,-9.240234,0,63640000,16937.25977
6/20/2014,16920.61914,16978.01953,16920.61914,16947.08008,26.460937,1,247350000,16947.08008
6/19/2014,16909.90039,16923.42969,16858.88086,16921.46094,11.560547,1,80220000,16921.46094
6/18/2014,16806.11914,16911.41016,16755.28906,16906.61914,100.5,1,73720000,16906.61914
6/17/2014,16779.21094,16823.55078,16732.91016,16808.49023,29.279296,1,63530000,16808.49023
6/16/2014,16765.56055,16802.14063,16722.85938,16781.00977,15.449219,1,77900000,16781.00977
6/13/2014,16734.64063,16787.89063,16718.59961,16775.74023,41.099609,1,95220000,16775.74023
6/12/2014,16840.48047,16841.57031,16703.73047,16734.18945,-106.291016,0,72560000,16734.18945
6/11/2014,16943.16016,16943.16016,16821.84961,16843.88086,-99.279297,0,61860000,16843.88086
6/10/2014,16940.40039,16946.33984,16897.43945,16945.91992,5.519531,1,64560000,16945.91992
6/9/2014,16926.08008,16970.16992,16912.91992,16943.09961,17.019531,1,67130000,16943.09961
6/6/2014,16839.64063,16924.2793,16839.64063,16924.2793,84.638672,1,80530000,16924.2793
6/5/2014,16739.14063,16845.81055,16709.94922,16836.10938,96.96875,1,70460000,16836.10938
6/4/2014,16720,16742.91016,16673.65039,16737.5293,17.529297,1,65570000,16737.5293
6/3/2014,16736.69922,16736.69922,16690.00977,16722.33984,-14.359375,0,67830000,16722.33984
6/2/2014,16716.84961,16756.64063,16682.07031,16743.63086,26.78125,1,57560000,16743.63086
5/30/2014,16697.33008,16721.2207,16648.84961,16717.16992,19.839844,1,105190000,16717.16992
5/29/2014,16637.74023,16698.74023,16620.42969,16698.74023,61,1,55500000,16698.74023
5/28/2014,16674.98047,16674.98047,16620.2207,16633.17969,-41.800781,0,62480000,16633.17969
5/27/2014,16607.41992,16688.68945,16607.41992,16675.5,68.080078,1,80870000,16675.5
5/23/2014,16544.49023,16613.07031,16544.49023,16606.26953,61.779297,1,61340000,16606.26953
5/22/2014,16532.74023,16565.39063,16489.60938,16543.08008,10.339844,1,59250000,16543.08008
5/21/2014,16376.16992,16544.59961,16376.16992,16533.06055,156.890625,1,76730000,16533.06055
5/20/2014,16511.2207,16511.2207,16341.29981,16374.30957,-136.911133,0,75150000,16374.30957
5/19/2014,16490.34961,16526.25977,16442.11914,16511.85938,21.509766,1,82180000,16511.85938
5/16/2014,16447.32031,16498.99023,16414.32031,16491.31055,43.990235,1,119330000,16491.31055
5/15/2014,16613.51953,16622.90039,16397.46094,16446.81055,-166.708984,0,106610000,16446.81055
5/14/2014,16716.08008,16717.56055,16595,16613.9707,-102.109375,0,71970000,16613.9707
5/13/2014,16695.91992,16735.50977,16695.91992,16715.43945,19.519531,1,71340000,16715.43945
5/12/2014,16584.82031,16704.83984,16584.82031,16695.4707,110.650391,1,71550000,16695.4707
5/9/2014,16551.23047,16588.76953,16498.71094,16583.33984,32.109375,1,74980000,16583.33984
5/8/2014,16518.16016,16622.94922,16502.00977,16550.9707,32.810547,1,75620000,16550.9707
5/7/2014,16401.66016,16522.93945,16357.34961,16518.53906,116.878906,1,93870000,16518.53906
5/6/2014,16529.84961,16529.84961,16399.99023,16401.01953,-128.830078,0,74340000,16401.01953
5/5/2014,16509.75,16547.91992,16377.08984,16530.55078,20.800781,1,70320000,16530.55078
5/2/2014,16562.33984,16620.06055,16488.31055,16512.89063,-49.449219,0,78910000,16512.89063
5/1/2014,16580.25977,16604.78906,16525.25,16558.86914,-21.390625,0,75630000,16558.86914
4/30/2014,16534.85938,16592.2793,16510.86914,16580.83984,45.980469,1,92970000,16580.83984
4/29/2014,16451.17969,16559.39063,16451.17969,16535.36914,84.189453,1,71240000,16535.36914
4/28/2014,16363.2002,16500.36914,16312.66016,16448.74023,85.540039,1,105510000,16448.74023
4/25/2014,16503.25977,16503.25977,16333.78027,16361.45996,-141.799805,0,90630000,16361.45996
4/24/2014,16503.39063,16541.25977,16452.30078,16501.65039,-1.740234,0,80340000,16501.65039
4/23/2014,16513.73047,16525.99023,16477.2793,16501.65039,-12.080078,0,76830000,16501.65039
4/22/2014,16449.38086,16565.71094,16449.38086,16514.36914,64.988282,1,84830000,16514.36914
4/21/2014,16408.91992,16459.7793,16402.08008,16449.25,40.330078,1,79500000,16449.25
4/17/2014,16424.14063,16460.49023,16368.13965,16408.53906,-15.601563,0,136190000,16408.53906
4/16/2014,16266.23047,16424.84961,16266.23047,16424.84961,158.61914,1,94650000,16424.84961
4/15/2014,16173.49023,16272.9502,16063.2002,16262.55957,89.069336,1,97850000,16262.55957
4/14/2014,16028.29004,16184.75977,16028.29004,16173.24023,144.950195,1,90020000,16173.24023
4/11/2014,16168.87012,16168.87012,16015.32031,16026.75,-142.120117,0,119550000,16026.75
4/10/2014,16437.24023,16456.11914,16153.33984,16170.21973,-267.020507,0,112550000,16170.21973
4/9/2014,16256.37012,16438.82031,16256.37012,16437.17969,180.809571,1,91550000,16437.17969
4/8/2014,16245.16016,16296.86035,16180.28027,16256.13965,10.979492,1,98510000,16256.13965
4/7/2014,16414.15039,16421.38086,16244.00977,16245.87012,-168.280274,0,116540000,16245.87012
4/4/2014,16576.01953,16631.63086,16392.76953,16412.71094,-163.308593,0,104350000,16412.71094
4/3/2014,16572.35938,16604.15039,16527.59961,16572.55078,0.191406,1,77220000,16572.55078
4/2/2014,16532.80078,16588.18945,16506.59961,16573,40.199219,1,78120000,16573
4/1/2014,16458.05078,16565.73047,16457.59961,16532.60938,74.558594,1,88010000,16532.60938
3/31/2014,16324.21973,16480.84961,16324.21973,16457.66016,133.440429,1,104510000,16457.66016
3/28/2014,16267.76953,16414.85938,16267.76953,16323.05957,55.290039,1,86370000,16323.05957
3/27/2014,16268.66992,16300.94043,16191.79004,16264.23047,-4.439453,0,93650000,16264.23047
3/26/2014,16370.70996,16466.03906,16268.99023,16268.99023,-101.719727,0,92770000,16268.99023
3/25/2014,16279.2002,16407.17969,16279.2002,16367.87988,88.679688,1,89110000,16367.87988
3/24/2014,16303.28027,16380.50977,16215.55957,16276.69043,-26.589843,0,110620000,16276.69043
3/21/2014,16332.69043,16456.44922,16290.79004,16302.76953,-29.920899,0,353670000,16302.76953
3/20/2014,16221.98047,16353.98047,16160.33008,16331.04981,109.069336,1,91530000,16331.04981
3/19/2014,16335.70996,16363.32031,16126.29004,16222.16992,-113.540039,0,90110000,16222.16992
3/18/2014,16245.92969,16369.94043,16245.92969,16336.19043,90.260742,1,79140000,16336.19043
3/17/2014,16066.37012,16270.33984,16066.37012,16247.21973,180.84961,1,88930000,16247.21973
3/14/2014,16106.32031,16165.04981,16046.99023,16065.66992,-40.65039,0,85660000,16065.66992
3/13/2014,16341.54981,16405.07031,16084.09961,16108.88965,-232.660157,0,86160000,16108.88965
3/12/2014,16350.66992,16364.74023,16260.03027,16340.08008,-10.589844,0,77900000,16340.08008
3/11/2014,16419.39063,16460.33008,16325.16992,16351.25,-68.140625,0,78150000,16351.25
3/10/2014,16453.09961,16453.09961,16334.2002,16418.67969,-34.419921,0,68210000,16418.67969
3/7/2014,16424.5293,16505.69922,16398.85938,16452.7207,28.191406,1,80690000,16452.7207
3/6/2014,16360.55957,16450.16992,16360.55957,16421.89063,61.331055,1,75900000,16421.89063
3/5/2014,16395.88086,16406.55078,16343.95996,16360.17969,-35.701171,0,73980000,16360.17969
3/4/2014,16169.32031,16419.49023,16169.32031,16395.88086,226.560547,1,96120000,16395.88086
3/3/2014,16321.70996,16321.70996,16071.25,16168.03027,-153.679688,0,92760000,16168.03027
2/28/2014,16273.23047,16398.94922,16226.08984,16321.70996,48.479492,1,122110000,16321.70996
2/27/2014,16197.7002,16276.28027,16159.80957,16272.65039,74.950196,1,97640000,16272.65039
2/26/2014,16180.36035,16252.34961,16155.86035,16198.41016,18.049804,1,93980000,16198.41016
2/25/2014,16207.33984,16254.25977,16147.25,16179.66016,-27.679688,0,99470000,16179.66016
2/24/2014,16102.26953,16300.04004,16102.26953,16207.13965,104.870117,1,244580000,16207.13965
2/21/2014,16135.91992,16191.91992,16093.79981,16103.29981,-32.620117,0,126580000,16103.29981
2/20/2014,16044.15039,16161.63965,16006.58984,16133.23047,89.080078,1,77720000,16133.23047
2/19/2014,16126.23047,16225.71973,16031.66016,16040.55957,-85.670899,0,80560000,16040.55957
2/18/2014,16153.96973,16167.33008,16107.04004,16130.40039,-23.569336,0,91250000,16130.40039
2/14/2014,16018.08008,16175.54981,15985.38965,16154.38965,136.30957,1,84060000,16154.38965
2/13/2014,15946.99023,16039.37012,15863.25,16027.58984,80.59961,1,99470000,16027.58984
2/12/2014,15993.04004,16036.55957,15928.75,15963.94043,-29.099609,0,77310000,15963.94043
2/11/2014,15804.16992,16027.19043,15803.40039,15994.76953,190.599609,1,95930000,15994.76953
2/10/2014,15793.62988,15801.79004,15733.69043,15801.79004,8.160156,1,84110000,15801.79004
2/7/2014,15630.63965,15798.50977,15625.53027,15794.08008,163.44043,1,105780000,15794.08008
2/6/2014,15443.83008,15632.08984,15443,15628.53027,184.700195,1,106980000,15628.53027
2/5/2014,15443,15478.20996,15340.69043,15440.23047,-2.769531,0,105130000,15440.23047
2/4/2014,15372.92969,15481.84961,15356.62012,15445.24023,72.310546,1,124110000,15445.24023
2/3/2014,15697.69043,15708.54004,15356.16992,15372.79981,-324.890625,0,151050000,15372.79981
1/31/2014,15847.19043,15847.19043,15617.54981,15698.84961,-148.340821,0,137090000,15698.84961
1/30/2014,15743.03027,15907.53027,15733.26953,15848.61035,105.580079,1,92100000,15848.61035
1/29/2014,15927.08008,15927.08008,15708.98047,15738.79004,-188.290039,0,109590000,15738.79004
1/28/2014,15840.83984,15945.88965,15840.83984,15928.55957,87.719726,1,89110000,15928.55957
1/27/2014,15879.04981,15942.76953,15783.54981,15837.87988,-41.169922,0,127540000,15837.87988
1/24/2014,16203.29004,16203.29004,15879.11035,15879.11035,-324.179687,0,141450000,15879.11035
1/23/2014,16371.99023,16372.95996,16140.58008,16197.34961,-174.640625,0,100540000,16197.34961
1/22/2014,16420.48047,16453.49023,16332.98047,16373.33984,-47.140625,0,87470000,16373.33984
1/21/2014,16459.26953,16520.59961,16316.25,16414.43945,-44.830078,0,111570000,16414.43945
1/17/2014,16408.01953,16495.25977,16378.79981,16458.56055,50.541016,1,184970000,16458.56055
1/16/2014,16477.69922,16477.69922,16375.55957,16417.00977,-60.689453,0,87370000,16417.00977
1/15/2014,16378.03027,16505.2793,16376.78027,16481.93945,103.90918,1,101130000,16481.93945
1/14/2014,16261.99023,16373.91992,16260.83008,16373.86035,111.870118,1,98610000,16373.86035
1/13/2014,16434.0293,16453.13086,16240.59961,16257.94043,-176.088867,0,111680000,16257.94043
1/10/2014,16453.61914,16487.65039,16379.01953,16437.05078,-16.56836,0,85190000,16437.05078
1/9/2014,16471.41016,16525.34961,16378.61035,16444.75977,-26.65039,0,83990000,16444.75977
1/8/2014,16527.66016,16528.88086,16416.68945,16462.74023,-64.919922,0,103260000,16462.74023
1/7/2014,16429.01953,16562.32031,16429.01953,16530.93945,101.919922,1,81270000,16530.93945
1/6/2014,16474.03906,16532.99023,16405.51953,16425.09961,-48.939453,0,89380000,16425.09961
1/3/2014,16456.89063,16518.74023,16439.30078,16469.99023,13.099609,1,72770000,16469.99023
1/2/2014,16572.16992,16573.07031,16416.49023,16441.34961,-130.820313,0,80960000,16441.34961
12/31/2013,16512.38086,16588.25,16511.48047,16576.66016,64.279297,1,78760000,16576.66016
12/30/2013,16484.50977,16504.34961,16476.86914,16504.28906,19.779296,1,54220000,16504.28906
12/27/2013,16486.36914,16529.00977,16461.23047,16478.41016,-7.958985,0,47230000,16478.41016
12/26/2013,16370.96973,16483,16370.96973,16479.88086,108.911132,1,50160000,16479.88086
12/24/2013,16295.7002,16360.59961,16295.7002,16357.54981,61.84961,1,33640000,16357.54981
12/23/2013,16225.25,16318.11035,16225.25,16294.61035,69.360352,1,78930000,16294.61035
12/20/2013,16178.57031,16287.83984,16178.57031,16221.13965,42.569336,1,285190000,16221.13965
12/19/2013,16162.50977,16194.71973,16121.54004,16179.08008,16.570312,1,94980000,16179.08008
12/18/2013,15876.57031,16173.04004,15808.91992,16167.96973,291.399415,1,129620000,16167.96973
12/17/2013,15884.05957,15917.95996,15836.4502,15875.25977,-8.799804,0,101490000,15875.25977
12/16/2013,15759.59961,15930.30957,15759.59961,15884.57031,124.970703,1,101470000,15884.57031
12/13/2013,15745.66016,15792.79981,15717.91992,15755.36035,9.700196,1,83180000,15755.36035
12/12/2013,15844.82031,15845.11035,15703.79004,15739.42969,-105.390624,0,105870000,15739.42969
12/11/2013,15970.75,15997.21973,15827.7002,15843.53027,-127.219727,0,107170000,15843.53027
12/10/2013,16024.12012,16029.05957,15969.53027,15973.12988,-50.990234,0,79420000,15973.12988
12/9/2013,16019.49023,16058.40039,16015.29004,16025.53027,6.040039,1,91810000,16025.53027
12/6/2013,15825.54981,16022.34961,15825.54981,16020.2002,194.65039,1,98260000,16020.2002
12/5/2013,15886.5,15896.19043,15809.37012,15821.50977,-64.990234,0,128080000,15821.50977
12/4/2013,15910.50977,15960.36035,15791.29004,15889.76953,-20.740235,0,111180000,15889.76953
12/3/2013,16004.71973,16004.71973,15859.67969,15914.62012,-90.09961,0,103910000,15914.62012
12/2/2013,16087.12012,16098,15986.23047,16008.76953,-78.350586,0,92590000,16008.76953
11/29/2013,16105.16016,16174.50977,16074.13965,16086.41016,-18.75,0,69190000,16086.41016
11/27/2013,16073.37012,16107.99023,16057.33984,16097.33008,23.959961,1,65730000,16097.33008
11/26/2013,16070.92969,16120.25,16070.92969,16072.79981,1.870117,1,107450000,16072.79981
11/25/2013,16072.08984,16109.62988,16055.45996,16072.54004,0.450195,1,94040000,16072.54004
11/22/2013,16008.70996,16068.78027,15976.26953,16064.76953,56.05957,1,81000000,16064.76953
11/21/2013,15908.07031,16016.04004,15908.07031,16009.99023,101.919922,1,79000000,16009.99023
11/20/2013,15971.2002,16016.84961,15865.37012,15900.82031,-70.379883,0,84350000,15900.82031
11/19/2013,15974.05957,16025.84961,15943.78027,15967.03027,-7.029297,0,84570000,15967.03027
11/18/2013,15962.71973,16030.28027,15942.16992,15976.01953,13.299804,1,94860000,15976.01953
11/15/2013,15876.16016,15962.98047,15875.90039,15961.7002,85.540039,1,126460000,15961.7002
11/14/2013,15806.21973,15884.99023,15798.74023,15876.21973,70,1,123860000,15876.21973
11/13/2013,15739.5,15822.98047,15672,15821.62988,82.129883,1,92450000,15821.62988
11/12/2013,15773.15039,15793.37988,15708.29004,15750.66992,-22.480469,0,79260000,15750.66992
11/11/2013,15759.28027,15791.4502,15737.21973,15783.09961,23.819336,1,58860000,15783.09961
11/8/2013,15591.54004,15764.29004,15579.34961,15761.78027,170.240234,1,101200000,15761.78027
11/7/2013,15751.30957,15797.67969,15586.33008,15593.98047,-157.329101,0,103860000,15593.98047
11/6/2013,15628.71973,15750.29004,15628.71973,15746.87988,118.160156,1,109200000,15746.87988
11/5/2013,15631.21973,15651.88965,15522.17969,15618.21973,-13,0,91890000,15618.21973
11/4/2013,15621.2002,15658.90039,15588.48047,15639.12012,17.919922,1,71200000,15639.12012
11/1/2013,15558.00977,15649.40039,15543.25,15615.54981,57.540039,1,101830000,15615.54981
10/31/2013,15619.91992,15651.86035,15544.69043,15545.75,-74.169922,0,114050000,15545.75
10/30/2013,15680.74023,15721,15574.51953,15618.75977,-61.980468,0,79170000,15618.75977
10/29/2013,15572.20996,15683.08008,15572.20996,15680.34961,108.139648,1,86600000,15680.34961
10/28/2013,15569.19043,15599.08984,15533.48047,15568.92969,-0.260742,0,92760000,15568.92969
10/25/2013,15523.71973,15570.59961,15512.95996,15570.28027,46.560546,1,109900000,15570.28027
10/24/2013,15414.87012,15528.62988,15414.12988,15509.20996,94.339844,1,89240000,15509.20996
10/23/2013,15465.33984,15465.66016,15366.19043,15413.33008,-52.009766,0,90630000,15413.33008
10/22/2013,15394.21973,15518.09961,15394.21973,15467.66016,73.440429,1,107030000,15467.66016
10/21/2013,15401.32031,15410.17969,15362.66016,15392.2002,-9.120117,0,93660000,15392.2002
10/18/2013,15371.70996,15412.96973,15321.80957,15399.65039,27.94043,1,156660000,15399.65039
10/17/2013,15369.45996,15376.11035,15229.01953,15371.65039,2.19043,1,108490000,15371.65039
10/16/2013,15170.7002,15374.15039,15170.7002,15373.83008,203.129883,1,92850000,15373.83008
10/15/2013,15300.29981,15301.91016,15161.33008,15168.00977,-132.290039,0,91440000,15168.00977
10/14/2013,15231.33008,15309.48047,15136.37988,15301.25977,69.929688,1,81420000,15301.25977
10/11/2013,15126.51953,15237.29981,15100.12988,15237.11035,110.590821,1,85730000,15237.11035
10/10/2013,14806.38965,15126.07031,14806.38965,15126.07031,319.680664,1,106540000,15126.07031
10/9/2013,14778.19043,14852.5,14719.42969,14802.98047,24.790039,1,103190000,14802.98047
10/8/2013,14938.04004,14938.04004,14773.46973,14776.53027,-161.509766,0,102690000,14776.53027
10/7/2013,15069.29981,15069.29981,14920.83008,14936.24023,-133.059571,0,79620000,14936.24023
10/4/2013,14994.67969,15083.99023,14972.33008,15072.58008,77.90039,1,75100000,15072.58008
10/3/2013,15127.23047,15127.23047,14947.03027,14996.48047,-130.75,0,91300000,14996.48047
10/2/2013,15182.65039,15182.65039,15044.70996,15133.13965,-49.510743,0,86090000,15133.13965
10/1/2013,15132.49023,15208.40039,15110.33984,15191.7002,59.209961,1,82460000,15191.7002
9/30/2013,15249.82031,15249.82031,15086.70996,15129.66992,-120.15039,0,122330000,15129.66992
9/27/2013,15317.4502,15317.4502,15211.80957,15258.24023,-59.209961,0,95660000,15258.24023
9/26/2013,15274.41992,15387.19043,15274.41992,15328.29981,53.879883,1,79050000,15328.29981
9/25/2013,15339.01953,15372.48047,15253.16016,15273.25977,-65.759765,0,81890000,15273.25977
9/24/2013,15402.54004,15433.75,15327.13965,15334.58984,-67.950195,0,85430000,15334.58984
9/23/2013,15452.30957,15466.9502,15368.25,15401.37988,-50.929687,0,94920000,15401.37988
9/20/2013,15635.08984,15654.76953,15448.08984,15451.08984,-184,0,379650000,15451.08984
9/19/2013,15677.86035,15695.88965,15625.4502,15636.54981,-41.310547,0,116280000,15636.54981
9/18/2013,15533.03027,15709.58008,15470.16016,15676.94043,143.910157,1,145410000,15676.94043
9/17/2013,15503.15039,15555.07031,15503.15039,15529.73047,26.580078,1,104480000,15529.73047
9/16/2013,15381.36035,15549.87012,15381.36035,15494.78027,113.419921,1,105740000,15494.78027
9/13/2013,15312.86035,15380.96973,15312.86035,15376.05957,63.199218,1,90890000,15376.05957
9/12/2013,15327.13965,15345.32031,15283.25977,15300.63965,-26.5,0,99760000,15300.63965
9/11/2013,15194.12988,15326.59961,15194.12988,15326.59961,132.469726,1,102090000,15326.59961
9/10/2013,15067.23047,15192.12988,15067.23047,15191.05957,123.829101,1,103200000,15191.05957
9/9/2013,14927.19043,15088.41016,14927.19043,15063.12012,135.929687,1,90660000,15063.12012
9/6/2013,14941.54981,15009.83984,14789.40039,14922.5,-19.049805,0,108410000,14922.5
9/5/2013,14929.49023,14987.46973,14923.26953,14937.48047,7.990235,1,101010000,14937.48047
9/4/2013,14832.41992,14956.74023,14799.08984,14930.87012,98.450195,1,122150000,14930.87012
9/3/2013,14801.54981,14933.34961,14777.48047,14833.95996,32.410156,1,142530000,14833.95996
8/30/2013,14844.09961,14848.24023,14762.34961,14810.30957,-33.790039,0,135850000,14810.30957
8/29/2013,14817.91016,14916.00977,14792.11035,14840.9502,23.040039,1,93170000,14840.9502
8/28/2013,14770.99023,14867.40039,14760.41016,14824.50977,53.519532,1,104620000,14824.50977
8/27/2013,14939.25,14939.25,14765.41992,14776.12988,-163.120117,0,118610000,14776.12988
8/26/2013,15014.58008,15049.98047,14945.24023,14946.45996,-68.120117,0,102820000,14946.45996
8/23/2013,14988.78027,15025.55957,14931.24023,15010.50977,21.729493,1,131860000,15010.50977
8/22/2013,14908.59961,14989.12012,14899,14963.74023,55.140625,1,153490000,14963.74023
8/21/2013,14993.80957,15019.7002,14880.83984,14897.54981,-96.259765,0,98340000,14897.54981
8/20/2013,15011.82031,15074.91992,14992.16016,15002.99023,-8.830078,0,102340000,15002.99023
8/19/2013,15076.79004,15106.38965,15005.41992,15010.74023,-66.049805,0,111660000,15010.74023
8/16/2013,15112.57031,15139.76953,15054.37988,15081.46973,-31.100585,0,151620000,15081.46973
8/15/2013,15332.70996,15332.70996,15094.03027,15112.19043,-220.519531,0,128340000,15112.19043
8/14/2013,15447.70996,15453.08008,15316.62012,15337.66016,-110.049805,0,91030000,15337.66016
8/13/2013,15420.67969,15504.13965,15342.33984,15451.00977,30.330078,1,84790000,15451.00977
8/12/2013,15415.21973,15441.75,15359.92969,15419.67969,4.459961,1,78060000,15419.67969
8/9/2013,15496.62988,15507.75977,15346.65039,15425.50977,-71.120117,0,81180000,15425.50977
8/8/2013,15477.26953,15557.12012,15418.59961,15498.32031,21.050781,1,90990000,15498.32031
8/7/2013,15516.20996,15516.20996,15421.75,15470.66992,-45.540039,0,88430000,15470.66992
8/6/2013,15608.44043,15608.44043,15473.40039,15518.74023,-89.700196,0,87730000,15518.74023
8/5/2013,15651.98047,15655.20996,15584.83008,15612.12988,-39.850586,0,76850000,15612.12988
8/2/2013,15627.55957,15658.42969,15558.67969,15658.36035,30.800782,1,104840000,15658.36035
8/1/2013,15503.84961,15650.69043,15503.84961,15628.01953,124.169922,1,111040000,15628.01953
7/31/2013,15528.57031,15634.32031,15492.95996,15499.54004,-29.030273,0,145120000,15499.54004
7/30/2013,15534.49023,15593.91016,15479.12988,15520.58984,-13.90039,0,117550000,15520.58984
7/29/2013,15557.13965,15557.13965,15482.26953,15521.96973,-35.169921,0,87240000,15521.96973
7/26/2013,15547.84961,15560.96973,15405.16016,15558.83008,10.980469,1,94880000,15558.83008
7/25/2013,15539.16992,15560.33008,15455.58984,15555.61035,16.44043,1,103260000,15555.61035
7/24/2013,15576.69043,15602.59961,15496.83984,15542.24023,-34.450196,0,99320000,15542.24023
7/23/2013,15547,15604.21973,15544.05957,15567.74023,20.740234,1,98700000,15567.74023
7/22/2013,15543.96973,15576.20996,15516.2002,15545.54981,1.580078,1,180920000,15545.54981
7/19/2013,15524.26953,15544.54981,15491.95996,15543.74023,19.470703,1,229260000,15543.74023
7/18/2013,15465.91016,15589.40039,15465.91016,15548.54004,82.629883,1,136270000,15548.54004
7/17/2013,15456.91992,15502,15438.12012,15470.51953,13.599609,1,126240000,15470.51953
7/16/2013,15485.03027,15498.16016,15415.70996,15451.84961,-33.180664,0,105970000,15451.84961
7/15/2013,15459.69043,15509.48047,15455.76953,15484.25977,24.569336,1,99430000,15484.25977
7/12/2013,15460.69043,15498.38965,15410.26953,15464.29981,3.609375,1,130140000,15464.29981
7/11/2013,15298,15483.54981,15298,15460.91992,162.919922,1,124950000,15460.91992
7/10/2013,15298.03027,15348.9502,15258.88965,15291.66016,-6.370117,0,105050000,15291.66016
7/9/2013,15228.45996,15320.41992,15228.45996,15300.33984,71.879883,1,109270000,15300.33984
7/8/2013,15137.21973,15262.71973,15137.21973,15224.69043,87.470703,1,136820000,15224.69043
7/5/2013,14995.45996,15137.50977,14971.2002,15135.83984,140.379883,1,94560000,15135.83984
7/3/2013,14923.73047,15025.90039,14858.92969,14988.37012,64.639648,1,61000000,14988.37012
7/2/2013,14974.95996,15049.21973,14870.50977,14932.41016,-42.549805,0,116610000,14932.41016
7/1/2013,14911.59961,15083.28027,14911.59961,14974.95996,63.360352,1,120570000,14974.95996
6/28/2013,15016.58008,15034.62988,14884.79981,14909.59961,-106.980469,0,230000000,14909.59961
6/27/2013,14921.28027,15075.00977,14921.28027,15024.49023,103.209961,1,113650000,15024.49023
6/26/2013,14769.99023,14938.98047,14769.67969,14910.13965,140.149414,1,133230000,14910.13965
6/25/2013,14669.69043,14812.03027,14669.69043,14760.30957,90.61914,1,135940000,14760.30957
6/24/2013,14795.79004,14795.79004,14551.26953,14659.55957,-136.230469,0,158670000,14659.55957
6/21/2013,14760.62012,14858.55957,14688.42969,14799.40039,38.780274,1,420080000,14799.40039
6/20/2013,15105.50977,15105.50977,14732.03027,14758.32031,-347.189454,0,172630000,14758.32031
6/19/2013,15315.46973,15322.07031,15112.11035,15112.19043,-203.279297,0,111380000,15112.19043
6/18/2013,15186.29981,15340.08984,15186.29981,15318.23047,131.930664,1,99210000,15318.23047
6/17/2013,15078.70996,15261.70996,15078.70996,15179.84961,101.139648,1,139250000,15179.84961
6/14/2013,15178.08008,15205.91992,15044.79981,15070.17969,-107.90039,0,107430000,15070.17969
6/13/2013,14992.54004,15202.26953,14953.4502,15176.08008,183.540039,1,104490000,15176.08008
6/12/2013,15130.38965,15241.28027,14981.20996,14995.23047,-135.159179,0,105770000,14995.23047
6/11/2013,15231.37988,15251.07031,15086.08984,15122.01953,-109.360352,0,101610000,15122.01953
6/10/2013,15247.80957,15300.63965,15211.25,15238.58984,-9.219726,0,94250000,15238.58984
6/7/2013,15044.45996,15255.58008,15044.45996,15248.12012,203.660156,1,137380000,15248.12012
6/6/2013,14955.4502,15040.62012,14844.21973,15040.62012,85.169922,1,140410000,15040.62012
6/5/2013,15168.09961,15168.62988,14945.57031,14960.58984,-207.509765,0,141400000,14960.58984
6/4/2013,15255.21973,15304.98047,15100.78027,15177.54004,-77.679688,0,134280000,15177.54004
6/3/2013,15123.54981,15254.11035,15123.54981,15254.03027,130.480468,1,147980000,15254.03027
5/31/2013,15322.21973,15392.37988,15115.57031,15115.57031,-206.649415,0,208830000,15115.57031
5/30/2013,15306.01953,15398.7002,15280.99023,15324.53027,18.510742,1,121150000,15324.53027
5/29/2013,15399.94043,15400.25,15229.53027,15302.79981,-97.140625,0,114020000,15302.79981
5/28/2013,15307.33008,15521.49023,15307.33008,15409.38965,102.05957,1,130680000,15409.38965
5/24/2013,15290.74023,15306.70996,15199.62988,15303.09961,12.359375,1,105660000,15303.09961
