Date,Open,High,Low,Close,Adj Close,,,Volume
8/8/2008,2356.840088,2416.399902,2352.040039,2414.100098,2414.100098,57.26001,1,2189630000
8/11/2008,2407.550049,2461.649902,2402.530029,2439.949951,2439.949951,32.399902,1,2272240000
8/12/2008,2434.26001,2447.159912,2421.090088,2430.610107,2430.610107,-3.649903,0,2052610000
8/13/2008,2424.320068,2443.439941,2404.030029,2428.620117,2428.620117,4.300049,1,1995490000
8/14/2008,2414.409912,2461.149902,2414.409912,2453.669922,2453.669922,39.26001,1,1835830000
8/15/2008,2463.100098,2473.199951,2441.050049,2452.52002,2452.52002,-10.580078,0,1742180000
8/18/2008,2456.959961,2456.959961,2404.409912,2416.97998,2416.97998,-39.979981,0,1632610000
8/19/2008,2404.949951,2410.959961,2376.669922,2384.360107,2384.360107,-20.589844,0,1716280000
8/20/2008,2396.580078,2408.679932,2372.340088,2389.080078,2389.080078,-7.5,0,1746470000
8/21/2008,2371.540039,2387.719971,2360.389893,2380.379883,2380.379883,8.839844,1,1562430000
8/22/2008,2390.340088,2417.629883,2390.340088,2414.709961,2414.709961,24.369873,1,1365910000
8/25/2008,2399.72998,2399.72998,2362.199951,2365.590088,2365.590088,-34.139892,0,2366920000
8/26/2008,2364.310059,2377.040039,2345.790039,2361.969971,2361.969971,-2.340088,0,1256980000
8/27/2008,2362.860107,2395.02002,2358.929932,2382.459961,2382.459961,19.599854,1,1540700000
8/28/2008,2390.110107,2412.840088,2388.550049,2411.639893,2411.639893,21.529786,1,1582680000
8/29/2008,2388.669922,2393.48999,2360.909912,2367.52002,2367.52002,-21.149902,0,1559030000
9/2/2008,2402.110107,2413.110107,2338.370117,2349.23999,2349.23999,-52.870117,0,2010580000
9/3/2008,2346.810059,2357.429932,2320.909912,2333.72998,2333.72998,-13.080079,0,2062140000
9/4/2008,2315.179932,2317.320068,2259.040039,2259.040039,2259.040039,-56.139893,0,2332320000
9/5/2008,2241.620117,2264.350098,2216.98999,2255.879883,2255.879883,14.259766,1,2261030000
9/8/2008,2296.179932,2303.889893,2236.969971,2269.76001,2269.76001,-26.419922,0,2566300000
9/9/2008,2269.929932,2285.540039,2209.810059,2209.810059,2209.810059,-60.119873,0,2590590000
9/10/2008,2232.209961,2247.629883,2209.590088,2228.699951,2228.699951,-3.51001,0,2250360000
9/11/2008,2199.030029,2259.25,2191.530029,2258.219971,2258.219971,59.189942,1,2269670000
9/12/2008,2239.25,2268.830078,2228,2261.27002,2261.27002,22.02002,1,1973590000
9/15/2008,2202.280029,2244.879883,2179.909912,2179.909912,2179.909912,-22.370117,0,2697820000
9/16/2008,2149.649902,2214.290039,2145.169922,2207.899902,2207.899902,58.25,1,3187630000
9/17/2008,2177.580078,2183.25,2098.850098,2098.850098,2098.850098,-78.72998,0,3102010000
9/18/2008,2137.419922,2201.709961,2070.219971,2199.100098,2199.100098,61.680176,1,3867290000
9/19/2008,2303.899902,2318.429932,2239.72998,2273.899902,2273.899902,-30,0,3898230000
9/22/2008,2265.77002,2266.449951,2178.97998,2178.97998,2178.97998,-86.79004,0,1881160000
9/23/2008,2190.709961,2209.620117,2151.77002,2153.330078,2153.330078,-37.379883,0,1974180000
9/24/2008,2167.550049,2179.929932,2147.360107,2155.679932,2155.679932,-11.870117,0,1818170000
9/25/2008,2172.26001,2210.73999,2167.060059,2186.570068,2186.570068,14.310058,1,1846330000
9/26/2008,2144.060059,2187.530029,2136.850098,2183.340088,2183.340088,39.280029,1,1949200000
9/29/2008,2147.159912,2152.689941,1983.72998,1983.72998,1983.72998,-163.429932,0,2808100000
9/30/2008,2033.689941,2094.310059,2015.930054,2091.879883,2091.879883,58.189942,1,2376240000
10/1/2008,2075.100098,2083.199951,2046.060059,2069.399902,2069.399902,-5.700196,0,1899330000
10/2/2008,2052.51001,2056.429932,1975,1976.719971,1976.719971,-75.790039,0,2173750000
10/3/2008,2005.920044,2046.810059,1947.189941,1947.390015,1947.390015,-58.530029,0,2501480000
10/6/2008,1898.630005,1905.01001,1777.02002,1862.959961,1862.959961,-35.670044,0,3502250000
10/7/2008,1867.969971,1886.349976,1754.880005,1754.880005,1754.880005,-113.089966,0,2825810000
10/8/2008,1710.959961,1806.890015,1706.859985,1740.329956,1740.329956,29.369995,1,3516070000
10/9/2008,1766.25,1787.410034,1634.880005,1645.119995,1645.119995,-121.130005,0,2622310000
10/10/2008,1590.77002,1690.77002,1542.449951,1649.51001,1649.51001,58.73999,1,4164090000
10/13/2008,1734.599976,1844.25,1715.73999,1844.25,1844.25,109.650024,1,2665690000
10/14/2008,1894.869995,1896.949951,1752.890015,1779.01001,1779.01001,-115.859985,0,2912850000
10/15/2008,1754.619995,1761.22998,1628.329956,1628.329956,1628.329956,-126.290039,0,2540180000
10/16/2008,1644.550049,1717.719971,1565.719971,1717.709961,1717.709961,73.159912,1,3331040000
10/17/2008,1678.780029,1782.579956,1670.280029,1711.290039,1711.290039,32.51001,1,2711030000
10/20/2008,1735.130005,1770.050049,1698.01001,1770.030029,1770.030029,34.900024,1,2021750000
10/21/2008,1741.839966,1768.540039,1695.119995,1696.680054,1696.680054,-45.159912,0,2099810000
10/22/2008,1671.22998,1678.709961,1587.219971,1615.75,1615.75,-55.47998,0,2560810000
10/23/2008,1621.109985,1645.5,1533.550049,1603.910034,1603.910034,-17.199951,0,3104700000
10/24/2008,1493.790039,1584.27002,1493.790039,1552.030029,1552.030029,58.23999,1,2691940000
10/27/2008,1528.119995,1574.540039,1503.810059,1505.900024,1505.900024,-22.219971,0,2224430000
10/28/2008,1552.23999,1649.469971,1504.130005,1649.469971,1649.469971,97.229981,1,2777540000
10/29/2008,1643.97998,1705.51001,1622.01001,1657.209961,1657.209961,13.229981,1,2748720000
